show_id,type,title,country,date_added,release_year,rating,duration,listed_in,description
s5596,Movie,Si saben cómo me pongo ¿pá qué me invitan?,Colombia,2018,2018,Adults,89 min,Comedies,"When four unhappy couples attend a spiritual retreat at a resort to try and solve their relationship troubles, shenanigans ensue."
s5597,Movie,Sicilian Ghost Story,Italy,2019,2017,Adults,119 min,Dramas,"When officials are slow to investigate a mysterious disappearance, a teen girl searches the dark woods on the outskirts of town for the boy she loves."
s5598,TV Show,Sick Note,United Kingdom,2018,2018,Adults,2 Seasons,British TV Shows,"After slacker Daniel Glass is misdiagnosed with cancer, his lies lead him into an absurd web of fraud, blackmail, suspicion and misadventure."
s5599,TV Show,Sid the Science Kid,United States,2020,2008,Kids,1 Season,Kids' TV,"Armed with a healthy sense of humor and the help of his teacher, friends and family, curious kid Sid tackles questions youngsters have about science."
s5600,Movie,Siddhant,India,2018,2014,Kids,105 min,Dramas,A principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.
s5601,Movie,Sierra Burgess Is A Loser,United States,2018,2018,Teens,106 min,Comedies,A wrong-number text sparks a virtual romance between a smart but unpopular teen and a sweet jock who thinks he's talking to a gorgeous cheerleader.
s5602,Movie,Sigaram Thodu,India,2018,2014,Teens,141 min,Dramas,A policeman's son overcomes his reluctance to join the force following a brutal attack on his father and ends up in the middle of a robbery case.
s5603,TV Show,Signal,South Korea,2019,2016,Adults,1 Season,Crime TV Shows,"Communicating via a walkie-talkie that transcends time, a profiler from 2015 and a detective from 1989 join forces to tackle crimes and injustice."
s5604,TV Show,Signs,Poland,2020,2020,Adults,2 Seasons,Crime TV Shows,"When a young woman's murder shows similarities to a decade-old cold case, a new police commander must break the silence permeating an Owl Mountain town."
s5605,Movie,Silencer,United States,2018,2018,Adults,88 min,Action & Adventure,"When a drug lord kidnaps his girlfriend’s daughter, a retired assassin leaves his newly peaceful life to go on a ruthless rampage to rescue the child."
s5606,Movie,Silent,United States,2019,2014,Kids,3 min,Children & Family Movies,"""Silent"" is an animated short film created by Academy Award® winning Moonbot Studios. It celebrates how storytellers, inventors, and technology work together to create cinema magic."
s5607,Movie,Silent Hill: Revelation,Canada,2019,2012,Adults,94 min,Horror Movies,"Haunted by nightmares and her father's disappearance, Heather goes on the hunt for him – and discovers a disturbing truth about her own identity."
s5608,Movie,Silicon Cowboys,United States,2017,2016,Older Kids,77 min,Documentaries,"This documentary tells the story of Compaq Computer and its three founders, who in 1982, took on Goliath IBM at the height of its PC dominance."
s5609,Movie,Sillu Karuppatti,India,2020,2019,Teens,133 min,Comedies,"From first crushes to post-marriage relationships, love and connection are at the heart of the four interwoven stories in this anthology film."
s5610,TV Show,Silvana Sin Lana,United States,2018,2016,Teens,1 Season,Romantic TV Shows,"When her fugitive husband leaves her homeless and penniless, a once-wealthy woman has no other choice but to join the working class."
s5611,Movie,Silver Linings Playbook,United States,2020,2012,Adults,122 min,Comedies,"After a stint in a mental hospital, Pat moves in with his parents and tries to win back his wife, until he meets a woman who's as unstable as he is."
s5612,TV Show,Silver Spoon,Russia,2017,2015,Adults,2 Seasons,Crime TV Shows,"Forced to become an apprentice cop, cocky playboy Igor finds he's got a knack for police work. But his job soon takes him down a dark personal path."
s5613,TV Show,Simon,France,2018,2016,Kids,1 Season,Kids' TV,"With his vivid imagination, Simon the rabbit searches for fun while learning about the importance of responsibility and communication."
s5614,Movie,Simon Amstell: Set Free,United Kingdom,2019,2019,Adults,52 min,Stand-Up Comedy,"Honest, introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca."
s5615,Movie,Simon Killer,United States,2020,2012,Adults,105 min,Dramas,"Young and heartbroken, a New Yorker travels to Paris to escape his romantic woes but is soon drawn into another all-consuming attraction."
s5616,Movie,Simplemente Manu NNa,Mexico,2017,2017,Adults,72 min,Stand-Up Comedy,Eclectic stand-up comic Manu NNa relays everyday tales about the struggles of being gay in Mexico and shares his love of telenovelas and mezcal.
s5617,Movie,Sin City,United States,2020,2019,Teens,101 min,International Movies,A busy couple tries to give their love life a boost by taking an impromptu weekend trip only to find their relationship tested in unexpected ways.
s5618,TV Show,Sin senos no hay paraíso,Colombia,2017,2008,Teens,1 Season,International TV Shows,"Inspired by a true story, this TV drama shadows a young Colombian woman who goes to shocking lengths to escape a life of poverty."
s5619,TV Show,Sin Senos sí Hay Paraíso,United States,2019,2018,Adults,3 Seasons,International TV Shows,"Born into a small town controlled by the mafia, an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family."
s5620,TV Show,Sinatra: All or Nothing at All,United States,2020,2015,Teens,1 Season,Docuseries,"Legendary crooner Frank Sinatra's life and talent are captured in this documentary series featuring fond memories from friends, family and colleagues."
s5621,Movie,"Sincerely Yours, Dhaka",Bangladesh,2019,2018,Adults,136 min,Comedies,Eleven emerging Bangladeshi filmmakers present a collection of gritty shorts centered on the capital city and the people living in its margins.
s5622,TV Show,Sing On!,United States,2020,2020,Older Kids,1 Season,Reality TV,"In this fun, fast-paced music contest hosted by Tituss Burgess, players sing their hearts out and try to hit the right notes to win up to $60,000."
s5623,TV Show,Sing On! Germany,Germany,2020,2020,Older Kids,1 Season,International TV Shows,"In this karaoke competition hosted by Palina Rojinski, contestants must hit the right note for a chance to win up to 30,000 euros."
s5624,TV Show,Sing On! Spain,Spain,2020,2020,Kids,1 Season,International TV Shows,"In this fast-paced, high-energy karaoke competition, singers from all walks of life battle it out for up to 30,000 euros!"
s5625,Movie,Singapore,India,2017,1960,Older Kids,158 min,Comedies,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot."
s5626,TV Show,Singapore Social,Singapore,2019,2019,Adults,1 Season,International TV Shows,"Peer into the lives of young Singaporeans as they defy expectations and traverse the tricky terrain of career, romance and family."
s5627,Movie,Singh Saab the Great,India,2017,2013,Teens,143 min,Action & Adventure,"As the result of a TV journalist's curiosity, the amazing saga of an honorable government tax collector's past comes to light."
s5628,Movie,Singham,India,2020,2011,Teens,142 min,Action & Adventure,A police inspector kills himself after a powerful gangster frames him for corruption – but soon the thug faces the full force of cop Bajirao Singham.
s5629,Movie,Single,Indonesia,2018,2015,Older Kids,127 min,Comedies,"Unemployed and immature, a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger, more successful brother."
s5630,TV Show,Single Ladies Senior,United States,2018,2018,Adults,1 Season,International TV Shows,Four best friends and spirited career women navigate the treacherous world of romance – even as it stands in the way of work and friendship.
s5631,TV Show,Single Wives,Australia,2020,2018,Adults,1 Season,Reality TV,"Looking for a second chance at love, four formerly married women are put in various romantic situations then receive feedback from a dating coach."
s5632,TV Show,Singles Villa,China,2017,2015,Teens,1 Season,International TV Shows,"In a luxurious condominium complex with draconian rules forbidding all romance, two residents fall in love and dare to start a secret relationship."
s5633,Movie,Singularity,Switzerland,2018,2017,Teens,92 min,Action & Adventure,"Nearly a century after artificial intelligence tried to eradicate people from Earth, two survivors search for a human enclave rumored to still exist."
s5634,Movie,Sinister 2,United States,2019,2015,Adults,97 min,Horror Movies,"A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children."
s5635,Movie,Sinister Circle,Peru,2019,2017,Adults,87 min,Horror Movies,A psychologist and her mute son confront evil forces at the site of a terrible tragedy involving an ancestral Ouija board and a demonic secret society.
s5636,TV Show,Sintonia,Brazil,2019,2019,Adults,1 Season,Crime TV Shows,"Three teens living in the same São Paulo favela pursue their dreams while maintaining their friendship, amid a world of music, drugs and religion."
s5637,Movie,Siren,United States,2020,2016,Adults,83 min,Horror Movies,A groom-to-be and his pals celebrate with a debauched night out that ends with a supernatural assault by a stripper who is not what she appears to be.
s5638,TV Show,Sirius the Jaeger,Japan,2018,2018,Adults,1 Season,Anime Series,"In imperial Tokyo, a group calling themselves ""Jaegers"" secretly hunt the vampires seeking the Ark of Sirius. Among them is young werewolf, Yuliy."
s5639,Movie,Sister Cities,United States,2016,2016,Adults,88 min,Dramas,"After years of estrangement, four sisters gather in the wake of their mother's death, which may or may not have been a suicide."
s5640,Movie,Sister Code,United States,2016,2015,Adults,95 min,Comedies,"After the death of their beloved mother, three foster sisters find their bond tested by old grudges, career tensions and a startling revelation."
s5641,TV Show,"Sister, Sister",United States,2020,1998,Kids,6 Seasons,TV Comedies,"Separated at birth, twin sisters Tia Landry and Tamera Campbell reunite after 14 years and soon move in together, blending families and personalities."
s5642,Movie,Sisterakas,Philippines,2019,2012,Teens,105 min,Comedies,"Two half siblings separated by family conflict cross paths as adults at a fashion agency – but one of them has a vendetta, unbeknownst to the other."
s5643,TV Show,Sisters,Australia,2018,2018,Adults,1 Season,International TV Shows,Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.
s5644,Movie,Sitara: Let Girls Dream,Pakistan,2020,2020,Older Kids,16 min,Children & Family Movies,"In this silent short set in 1970s Pakistan, 14-year-old Pari longs to be a pilot, unaware that her father plans to marry her off to a much older man."
s5645,TV Show,Six Windows in the Desert,Saudi Arabia,2020,2020,Teens,1 Season,TV Shows,"From a theatre play to the aftermath of a plane crash, this collection of shorts from Saudi filmmakers depicts the nuances of Saudi Arabian culture."
s5646,Movie,Skin,Nigeria,2020,2019,Adults,76 min,Documentaries,"On a quest to find beauty in all complexions, actress Beverly Naya travels to her home country of Nigeria and explores colorism's impact on society."
s5647,TV Show,Skin Decision: Before and After,United States,2020,2020,Adults,1 Season,Reality TV,Skin and beauty expert Nurse Jamie and plastic surgeon Dr. Sheila Nazarian use the latest procedures to bring out their clients' best selves.
s5648,Movie,Skin Trade,Thailand,2018,2014,Adults,96 min,Action & Adventure,A New Jersey detective whose family was killed by an international gangster teams up with a Bangkok cop on a quest to bring down a criminal empire.
s5649,TV Show,Skin Wars,United States,2016,2016,Teens,3 Seasons,Reality TV,"Artists test their creativity and body painting skills as they face off in a series of elaborate challenges, vying for a grand prize of $100,000."
s5650,TV Show,Skin Wars: Fresh Paint,United States,2018,2016,Teens,1 Season,Reality TV,"In each episode of this ""Skin Wars"" spinoff hosted by RuPaul, talented artists from various fields compete in body art for the first time."
s5651,Movie,Skins,Spain,2017,2017,Adults,78 min,Dramas,"Deformed, disfigured characters must find a way to deal with society shunning their differences in this darkly comic social drama."
s5652,Movie,Skiptrace,China,2019,2016,Teens,107 min,Action & Adventure,"To capture a crime lord who killed his partner and kidnapped his partner's daughter, a Hong Kong detective teams with a smart aleck American gambler."
s5653,Movie,Sky Ladder: The Art of Cai Guo-Qiang,United States,2016,2016,Adults,80 min,Documentaries,"Known for his spectacular pyrotechnic displays, Chinese artist Cai Guo-Qiang creates his most ambitious project yet in this breathtaking documentary."
s5654,Movie,Sky on Fire,China,2017,2016,Adults,100 min,Action & Adventure,The security chief at a top-level medical facility must fight to ensure that revolutionary cancer research doesn't fall into the wrong hands.
s5655,Movie,Sky Tour: The Movie,Vietnam,2020,2020,Kids,93 min,Documentaries,"From the preparations to the performances, this documentary showcases Vietnamese pop idol Sơn Tùng M-TP and the passion behind his Sky Tour concerts."
s5656,Movie,Skydancers,United States,2018,2014,Kids,49 min,Documentaries,Only a few women pilots take part in the sport of aerobatics. Director Fredric Lean captures their powerful spirit at the World Aerobatic Championships.
s5657,TV Show,Skylanders Academy,South Korea,2018,2018,Older Kids,3 Seasons,Kids' TV,Travel the vast Skylander universe in this animated series as a ragtag group of academy graduates build trust and heart in their fight against evil.
s5658,Movie,Skyline,United States,2019,2010,Teens,94 min,Action & Adventure,"After a wild night of partying, Terry discovers that he's one of the few people left on Earth, then sets out to solve the mystery of what happened."
s5659,TV Show,Skylines,Germany,2019,2019,Adults,1 Season,Crime TV Shows,A hip-hop producer gets hurled into the violent world of organized crime when the record label he signs to becomes the center of a deadly drug business.
s5660,Movie,Slam,Italy,2017,2017,Adults,99 min,Comedies,"Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol, pro skateboarder Tony Hawk."
s5661,TV Show,Slasher,Canada,2020,2019,Adults,3 Seasons,TV Horror,Rampaging serial killers leave carnage in their wake as their next victims fight to stay alive in this horror anthology series.
s5662,Movie,Sleeping with Other People,United States,2017,2015,Adults,101 min,Comedies,"Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform."
s5663,TV Show,Sleepless Society: Bedtime Wishes,United States,2019,2019,Adults,1 Season,Crime TV Shows,"During a holiday stay at a hotel resort, a flight attendant encounters a wealthy, mysterious man with two different personas."
s5664,TV Show,Sleepless Society: Insomnia,Thailand,2020,2019,Adults,1 Season,Crime TV Shows,"Haunted by recurring visions, a young woman with insomnia visits an old home to solve a mystery and put her nightmares to an end."
s5665,TV Show,Sleepless Society: Nyctophobia,Thailand,2019,2019,Adults,1 Season,International TV Shows,"Following the death of her child, a grief-stricken woman struggles to find peace until a mysterious boy appears, claiming to be her reincarnated son."
s5666,TV Show,Sleepless Society: Two Pillows & A Lost Soul,Thailand,2020,2020,Adults,1 Season,Crime TV Shows,A motivational speaker about to divorce her abusive husband wakes up from a wild party one morning to find a dead body.
s5667,Movie,Sleepover,United States,2020,2004,Older Kids,89 min,Comedies,"As high school approaches, four best friends have a summer sleepover and participate in a scavenger hunt against their popular archrivals."
s5668,Movie,Sling Blade,United States,2019,1996,Adults,135 min,Dramas,"A man returns home after being released from a psychiatric hospital, where he'd been confined since age 12 for murdering his mother and her lover."
s5669,Movie,Sliver,United States,2020,1993,Adults,107 min,Thrillers,"A divorcée moves into a high-rise with a sordid past and begins a steamy affair with her neighbor, unaware that her every move is being monitored."
s5670,TV Show,Slobby's World,United States,2018,2018,Adults,1 Season,Reality TV,Welcome to the irreverent world of Robert Hall – aka Slobby Robby – a pop culture junkie who buys and sells collectable goods from the '80s and '90s.
s5671,Movie,Slow Country,Nigeria,2019,2017,Adults,115 min,Dramas,"Desperate to leave a life of prostitution, a teenage mother attempts to outsmart her ruthless boss who is determined to keep his prized asset."
s5672,Movie,Slow West,United Kingdom,2018,2015,Adults,84 min,Action & Adventure,"Determined to find the woman he loves, a Scottish teenager braves the Western frontier of 19th-century America, with bounty hunters hot on his trail."
s5673,Movie,Small Crimes,Canada,2017,2017,Adults,95 min,Dramas,"After serving a six-year prison sentence, an ex-cop tries to rebuild his life in his hometown, but gets caught up in the fallout from his past."
s5674,Movie,Small Soldiers,United States,2019,1998,Teens,110 min,Action & Adventure,"When the Commando Elite, a group of toy action figures, are released before they've been tested, they attack the children playing with them."
s5675,Movie,Small Town Crime,United States,2018,2017,Adults,92 min,Thrillers,"When a disgraced ex-cop discovers a dying woman, he's compelled to track down her killer – an act of self-redemption that takes him down a dark path."
s5676,Movie,Smart People,United States,2019,2008,Adults,95 min,Comedies,An unexpected romance and a surprise visit from his wild brother turn the life of widowed professor Lawrence Wetherhold upside down.
s5677,Movie,Smash: Motorized Mayhem,United States,2017,2017,Adults,66 min,Documentaries,"Buckle up for a look inside a biannual school bus race in Florida, a harrowing event where carnage and collisions are most definitely encouraged."
s5678,Movie,Smoke & Mirrors,Spain,2017,2016,Teens,123 min,Dramas,"Betrayed by the Spanish government he once served, a former secret agent plots to steal millions of dollars embezzled by a corrupt public official."
s5679,TV Show,Smoking,Japan,2018,2018,Adults,1 Season,Crime TV Shows,"Seeking a greater justice, a band of homeless assassins flays their human targets and delivers the tattooed skins as proof of a contract fulfilled."
s5680,Movie,SMOSH: The Movie,United States,2015,2015,Teens,83 min,Comedies,"To keep his teen crush from spotting him in an embarrassing YouTube video, Anthony and his friend Ian must enter the virtual world and alter the clip."
s5681,TV Show,Sneakerheads,United States,2020,2020,Adults,1 Season,TV Comedies,Family man Devin falls back into his sneaker obsession after his pal Bobby talks him into a wheeling-dealing scheme to score a mythical pair of kicks.
s5682,Movie,Sniper: Special Ops,United States,2020,2016,Adults,86 min,Action & Adventure,"After a mission to rescue a U.S. congressman from the Taliban ends with two men left behind, their sniper buddies go against orders to get them back."
s5683,Movie,Snow Day,United States,2020,2000,Older Kids,89 min,Children & Family Movies,"When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist."
s5684,Movie,Snowden,United Kingdom,2020,2016,Adults,134 min,Dramas,This thriller traces Edward Snowden's journey from Army recruit to disillusioned government analyst bent on exposing vast U.S. surveillance programs.
s5685,Movie,Snowpiercer,South Korea,2019,2013,Adults,126 min,Action & Adventure,The Earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars.
s5686,Movie,So Much Love to Give,Argentina,2020,2020,Teens,108 min,Comedies,Fernando is a family man — equally committed to each of his two families. But one wrong turn brings them crashing together.
s5687,Movie,Socha Na Tha,India,2018,2005,Teens,137 min,Comedies,"An arranged marriage becomes a friendship for Viren and Aditi, who aren't in love – until they begin having unexpected feelings for each other."
s5688,Movie,Social Animals,United States,2019,2018,Adults,87 min,Documentaries,"This documentary follows a trio of teens – a daredevil photographer, an aspiring model and a lonely Ohio girl – and Instagram's impact on their lives."
s5689,TV Show,Social Distance,United States,2020,2020,Adults,1 Season,TV Comedies,"Filmed in isolation, this narrative anthology series features both dark and funny takes on how people strive to stay connected while staying apart."
s5690,Movie,Soekarno,Indonesia,2019,2013,Adults,142 min,Dramas,This biographical drama about Indonesia's first president recounts his nationalist crusade to seize independence from Dutch colonial rule.
s5691,Movie,Sofía Niño de Rivera: Exposed,Mexico,2016,2016,Adults,80 min,Stand-Up Comedy,Self-deprecating comic Sofía Niño de Rivera puts her sarcasm on full display in this stand-up special filmed live at Guadalajara's Degollado Theater.
s5692,Movie,Sofía Niño de Rivera: Selección Natural,Mexico,2018,2018,Adults,62 min,Stand-Up Comedy,"Mexico's Sofía Niño de Rivera brings her dark humor to the stage with jokes about marriage traps, sexually attractive leopards and funny funerals."
s5693,TV Show,Sofia the First,United States,2018,2017,Kids,4 Seasons,Kids' TV,"When her commoner mother marries the king, average-girl Sofia finds that being a real princess isn't all it's cracked up to be."
s5694,Movie,Sohni Mahiwal,India,2017,1984,Teens,160 min,Dramas,"After being violently separated from the woman he loves, a young man must disguise himself in order to keep meeting her."
s5695,Movie,Sol Levante,Japan,2020,2020,Teens,5 min,Action & Adventure,A young warrior and her familiar search for the sacred place said to fulfill wishes. It's best not to anger the ancient guardians and spirits.
s5696,Movie,Soldier,India,2020,1998,Teens,155 min,Comedies,"On the run from Indian police, a mysterious man escapes to Australia and falls in love with the daughter of an Indian criminal who lives there."
s5697,Movie,Solo,Spain,2019,2018,Adults,91 min,Dramas,"In a remote area of the Canary Islands, a surfer falls off a cliff. Fighting to survive, he reflects on his life and past romance. Based on true events."
s5698,Movie,Solo Con Tu Pareja,Mexico,2018,1991,Adults,94 min,Comedies,A yuppie playboy looks for a quick death after being falsely diagnosed with AIDS by a nurse who was once cheated by the young Casanova.
s5699,Movie,Solo: A Star Wars Story,United States,2019,2018,Teens,135 min,Action & Adventure,"A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend."
s5700,Movie,Solo: A Star Wars Story (Spanish Version),United States,2019,2018,Teens,135 min,Action & Adventure,"A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend."
s5701,Movie,Solomon Kane,Czech Republic,2018,2009,Adults,104 min,Action & Adventure,"In this epic tale, a once-murderous sea captain is holed up in a monastery in retreat from the devil, whom the captain fears is coming for his soul."
s5702,TV Show,Some Assembly Required,Canada,2015,2015,Kids,2 Seasons,Kids' TV,A 14-year-old takes ownership of a toy company and hires a group of his friends to help him create amazing new toys.
s5703,Movie,Some Freaks,United States,2017,2017,Adults,97 min,Dramas,"A one-eyed boy and plus-sized girl form a deep connection. But following a brief separation, they reunite as different people."
s5704,TV Show,Somebody Feed Phil,United States,2020,2020,Teens,4 Seasons,Docuseries,"""Everybody Loves Raymond"" creator Phil Rosenthal travels the globe to take in the local cuisine and culture of Bangkok, Lisbon, Mexico City and more."
s5705,Movie,Someone Great,United States,2019,2019,Adults,92 min,Comedies,"On the heels of a blindsiding breakup, music journalist Jenny braces for a new beginning – and one last adventure with her closest friends."
s5706,TV Show,Someone Has to Die,Mexico,2020,2020,Adults,1 Season,Crime TV Shows,"In conservative 1950s Spain, the alleged relationship between a young man and a Mexican ballerino creates an uproar of harrowing consequences."
s5707,TV Show,Someone Like You,Taiwan,2016,2015,Teens,1 Season,International TV Shows,"After losing his sight and his fiancee in an accident, a man hires a caregiver who mysteriously sounds – and looks – just like his late girlfriend."
s5708,Movie,Something Huge,Spain,2018,2017,Adults,87 min,Comedies,"A director and a comedian want to shoot the ""comedy of the future"" and make cinema history, but soon run out of resources and run into mission creep."
s5709,TV Show,Something in the Rain,South Korea,2018,2018,Adults,1 Season,International TV Shows,"Reunited with her best friend’s younger brother, who’s back from a stint abroad, a recently dumped career woman begins to see him in a new light."
s5710,Movie,Something's Gotta Give,United States,2019,2003,Teens,128 min,Comedies,"Still sexy at 60, Harry Sanborn wines and dines women half his age. But a getaway with his girlfriend goes awry when her mother drops in unannounced."
s5711,Movie,Sometimes,India,2018,2016,Teens,101 min,Dramas,"Seven strangers anxiously waiting for their HIV test results decide to bribe the clinic receptionist to get them early, learning one is positive."
s5712,TV Show,Somewhere Between,United States,2018,2017,Teens,1 Season,Crime TV Shows,"A local news producer is given one chance to relive a deadly week and stop a serial killer. If she fails, she'll lose her daughter forever."
s5713,TV Show,Somewhere Only We Know,China,2019,2019,Adults,1 Season,International TV Shows,A language major bickers with – and falls for – a doctoral student as she navigates the ups and downs of love and friendship with college classmates.
s5714,Movie,Sommore: Chandelier Status,United States,2018,2013,Adults,77 min,Stand-Up Comedy,"Luminous funnywoman Sommore wows Miami with her unique take on body modification, Internet sex, the world of celebrities and more."
s5715,Movie,Sommore: The Reign Continues,United States,2018,2015,Adults,93 min,Stand-Up Comedy,"Self-proclaimed ""Queen of Comedy"" Sommore storms the stage to deliver a riotous stand-up performance in Charlotte, North Carolina."
s5716,Movie,Son of a Gun,Australia,2018,2014,Adults,109 min,Action & Adventure,A young petty thief who received protection from a notorious inmate in jail is forced to spring his defender from prison and help pull off a heist.
s5717,Movie,Son Of Adam,Egypt,2020,2018,Teens,110 min,Dramas,"To escape conviction on criminal charges, a businessman agrees to aid a risky police mission, but his motives soon turn suspicious."
s5718,TV Show,Song Exploder,United States,2020,2020,Adults,2 Seasons,Docuseries,Get inspired as musicians dig deep into the creative process of songwriting and reveal their intimate thoughts in a series based on the hit podcast.
s5719,Movie,Soni,India,2019,2018,Adults,97 min,Dramas,"While fighting crimes against women in Delhi, a short-fused policewoman and her level-headed female boss grapple with gender issues in their own lives."
s5720,TV Show,Sonic X,Japan,2020,2003,Older Kids,2 Seasons,Anime Series,"A mission gone awry transports Sonic the Hedgehog, his friends, Dr. Eggman and the Chaos Emeralds to another dimension: Earth."
s5721,Movie,Sons of Ben,United States,2016,2016,Adults,73 min,Documentaries,"Passion is an understatement. Meet the folks who wanted a Major League Soccer club in Philadelphia so badly, they became fans before it even existed."
s5722,TV Show,Sons of the Caliphate,Nigeria,2020,2017,Teens,2 Seasons,International TV Shows,"Three wealthy, power-hungry men tussle for sovereignty amid corrupt politics, passionate desires and family obligations."
s5723,Movie,Soorma,India,2018,2018,Teens,131 min,Dramas,This biopic on former Indian field hockey player Sandeep Singh follows the athlete’s hard-fought comeback after an accidental gunshot left him paralyzed.
s5724,Movie,Sorry To Disturb,Egypt,2020,2008,Teens,116 min,Dramas,"After losing his father, a genius yet troubled aviation engineer suffering from loneliness tackles a complex project: love."
s5725,TV Show,Sotus The Series,Thailand,2019,2016,Adults,1 Season,International TV Shows,"When freshman engineering student Kongpob stands up to older bully Arthit, their confrontation soon leads to a deep attraction between the two boys."
s5726,TV Show,Soul Eater,Japan,2020,2008,Teens,1 Season,Anime Series,"Maka and the other students at the Death Weapon Meister Academy must kill 99 evil humans and one witch, absorbing their spirits when they die."
s5727,Movie,Soul Robbers,Mexico,2018,2015,Teens,88 min,Horror Movies,"During Mexico's War of Independence, a group of men face unimaginable horrors when they attempt to steal from the seemingly helpless Cordero sisters."
s5728,Movie,Soul Surfer,United States,2020,2011,Older Kids,106 min,Dramas,Hawaiian teen Bethany Hamilton bravely returns to competitive surfing after losing her left arm in a vicious shark attack.
s5729,Movie,Soul to Keep,United States,2019,2019,Adults,94 min,Horror Movies,"Two siblings invite friends to their inherited, remote country home, but the fun stops when the group summons a demonic force from an old spellbook."
s5730,TV Show,Soundtrack,United States,2019,2019,Adults,1 Season,Romantic TV Shows,"Love, loss and transformative luck intersect in this musical drama about two struggling artists experiencing life at full volume in Los Angeles."
s5731,Movie,Sour Grapes,United Kingdom,2016,2016,Adults,85 min,Documentaries,A dizzying chronicle of excess and deception dissects a fascinating case of fine-wine fraud and the con man who cheated investors out of millions.
s5732,TV Show,Southern Survival,United States,2020,2020,Older Kids,1 Season,Reality TV,"The BattlBox crew tests out products designed to help people survive dangerous situations, including explosions, natural disasters and intruders."
s5733,Movie,Space Cowboys,United States,2019,2000,Teens,130 min,Action & Adventure,A retired engineer agrees to help NASA prevent a Russian satellite from falling to Earth if he and his over-the-hill pals can man the mission.
s5734,TV Show,Space Force,United States,2020,2020,Adults,1 Season,TV Comedies,A four-star general begrudgingly teams up with an eccentric scientist to get the U.S. military's newest agency — Space Force — ready for lift-off.
s5735,TV Show,Space Jungle,United States,2019,2016,Kids,2 Seasons,Kids' TV,"A broken spaceship strands four very tiny aliens on Earth, where they discover an adventure (and strange dangers!) that they never expected."
s5736,TV Show,Space Racers,United States,2020,2014,Kids,1 Season,Kids' TV,"Spaceships Eagle, Robyn, Hawk and their pals at the Stardust Space Academy rocket through the galaxy, teaching kids about the wonders of science."
s5737,Movie,Spanish Affair 2,Spain,2016,2015,Adults,107 min,Comedies,Spanish provincialism is put into the spotlight as a man from the Basque Country embarks on a mission to keep his daughter from marrying a Catalan.
s5738,TV Show,Spark,South Korea,2017,2016,Older Kids,1 Season,International TV Shows,A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?
s5739,Movie,Sparkle,United States,2019,1976,Older Kids,98 min,Dramas,"In 1950s Harlem, three singing sisters hit the big time and end up losing one another in this musical melodrama inspired by the Supremes."
s5740,Movie,Sparring,France,2018,2017,Adults,94 min,Dramas,A middle-aged boxer with a mixed record becomes a champion's sparring partner while dreaming of one last chance to end his career with a victory.
s5741,TV Show,Sparta,Russia,2019,2018,Adults,1 Season,Crime TV Shows,"While investigating the mysterious death of a teacher, a grizzled detective gets caught up in the world of a high-stakes virtual reality game."
s5742,TV Show,Spartacus,United States,2015,2013,Adults,4 Seasons,TV Action & Adventure,"A Thracian man is condemned to a brutal death in the arena, only to outlast his executioners and be reborn as the enslaved gladiator Spartacus."
s5743,TV Show,Special,United States,2019,2019,Adults,1 Season,TV Comedies,A young gay man with cerebral palsy branches out from his insular existence in hopes of finally going after the life he wants.
s5744,Movie,Special 26,India,2020,2013,Older Kids,137 min,Dramas,"In this fact-based crime drama, a gang of con artists posing as government officials executes a heist in the form of a raid on a prominent jeweler."
s5745,Movie,Special Correspondents,Canada,2016,2016,Adults,101 min,Comedies,"When they lose their passports, a bickering radio team invents phony reports from a combat zone in a ruse that becomes increasingly complicated."
s5746,Movie,Spectral,United States,2016,2016,Teens,108 min,Action & Adventure,"When an otherworldly force wreaks havoc on a war-torn European city, an engineer teams up with an elite Special Ops unit to stop it."
s5747,TV Show,Spectros,Brazil,2020,2020,Adults,1 Season,International TV Shows,A group of teens get caught up in a supernatural clash as vengeful spirits from centuries past rise up in the Liberdade district of São Paulo.
s5748,Movie,Speech & Debate,United States,2017,2017,Teens,96 min,Comedies,"Fed up with the hypocrisy of the adults around them, three creative high school misfits revive an old debate club as a way to fight back."
